"DT_EFET_RESV";"COD_RESV_DOTA_SOF";"ANO_RESV";"DOTACAO_FORMATADA";"COD_NRO_PCSS_SOF";"HIST_RESV";"VL_RESV";"VL_TRANSF_RESV";"VL_CANC_RESV";"VL_EPH";"VL_SALDO_RESV";"COD_ORG_EMP";"COD_UNID_ORCM_SOF";"ORGDESC";"TXT_UNID_ORCM";"COD_ORG_EMP_EXEC";"COD_UNID_ORCM_SOF_EXEC";"TXT_ORG_EMP_EXECT";"TXT_UNID_ORCM_EXECT";"COD_CATG_ECMC";"COD_GRUP_DESP";"COD_MODL_APLC";"COD_ELEM_DESP";"COD_SUB_ELEM_CONTA_DESP";"COD_FCAO_GOVR";"TXT_FCAO_GOVR";"COD_SUB_FCAO_GOVR";"TXT_SUB_FCAO_GOVR";"COD_PGM_GOVR";"TXT_PGM_GOVR";"COD_PROJ_ATVD_SOF";"COD_CTA_DESP";"COD_FONT_REC"
"27/03/2026 00:00:00";"26977";"2026";"22.10.15.451.4007.5.187.44905100.00.1.500.0003.0";"6022.2023/0001007-4";"Contrato n° 040/SIURB/2023 - Prestação de serviços para gerenciamento do programa de manutenção de OAEs.";"7473320,38";"0";"0";"0";"7473320,38";"22";"10";"Secretaria Municipal de Infraestrutura Urbana e Obras";"Gabinete do Secretário";"22";"10";"Secretaria Municipal de Infraestrutura Urbana e Obras";"Gabinete do Secretário";"4";"4";"90";"51";"00";"15";"Urbanismo";"451";"Infra-Estrutura Urbana";"4007";"Políticas de Mobilidade Urbana";"5187";"44905100";"00.1.500.0003"
"27/03/2026 00:00:00";"27052";"2026";"98.22.26.453.4007.1.099.44903900.08.1.759.0402.0";"6022.2024/0002033-0";"Contrato nº 092/SIURB/24 - Elaboração de material técnico preparatório e execução de licitação para contratação de implantação de sistema de monitoramento e controle operacional do Corredor de Ônibus - BRT Radial Leste I, compreendido entre Terminal Parque Dom Pedro II até a Rua Professor Miguel Russiano.";"0";"40422,93";"0";"0";"40422,93";"98";"22";"Fundo de Desenvolvimento Urbano";"FUNDURB - Secretaria Municipal de Infraestrutura Urbana e Obras";"22";"10";"Secretaria Municipal de Infraestrutura Urbana e Obras";"Gabinete do Secretário";"4";"4";"90";"39";"00";"26";"Transporte";"453";"Transportes Coletivos Urbanos";"4007";"Políticas de Mobilidade Urbana";"1099";"44903900";"08.1.759.0402"
"27/03/2026 00:00:00";"27055";"2026";"22.10.26.453.4007.1.099.44903900.00.1.500.9001.0";"6022.2024/0002033-0";"Contrato nº 092/SIURB/24 - Elaboração de material técnico preparatório e execução de licitação para contratação de implantação de sistema de monitoramento e controle operacional do Corredor de Ônibus - BRT Radial Leste I, compreendido entre Terminal Parque Dom Pedro II até a Rua Professor Miguel Russiano.";"57782,72";"0";"0";"0";"57782,72";"22";"10";"Secretaria Municipal de Infraestrutura Urbana e Obras";"Gabinete do Secretário";"22";"10";"Secretaria Municipal de Infraestrutura Urbana e Obras";"Gabinete do Secretário";"4";"4";"90";"39";"00";"26";"Transporte";"453";"Transportes Coletivos Urbanos";"4007";"Políticas de Mobilidade Urbana";"1099";"44903900";"00.1.500.9001"
"27/03/2026 00:00:00";"27063";"2026";"22.10.15.451.4009.1.109.44903900.00.1.500.9001.0";"6022.2024/0000103-4";"Contrato nº 042/SIURB/24 - Prestação de serviços técnicos especializados para elaboração do material técnico preparatório e execução de licitação para contratação de empresa especializada para Recuperação e Reforço das Estruturas Metálicas das Coberturas das Arquibancadas M, Pit Stop e B do Autódromo de Interlagos.";"44839,54";"0";"0";"0";"44839,54";"22";"10";"Secretaria Municipal de Infraestrutura Urbana e Obras";"Gabinete do Secretário";"22";"10";"Secretaria Municipal de Infraestrutura Urbana e Obras";"Gabinete do Secretário";"4";"4";"90";"39";"00";"15";"Urbanismo";"451";"Infra-Estrutura Urbana";"4009";"Promoção da Cidade e Incentivo do Turismo";"1109";"44903900";"00.1.500.9001"
"27/03/2026 00:00:00";"27074";"2026";"86.22.17.512.4014.5.013.44905100.08.1.759.0709.0";"6022.2025/0003745-6";"Contrato n.º 064/SIURB/2025 - Canalização do Córrego Jacupeval, Parque Guarani.";"0";"17258460,29";"17258460,29";"0";"0";"86";"22";"Fundo Municipal de Saneamento Ambiental e Infraestrutura";"FMSAI - Secretaria Municipal de Infraestrutura Urbana e Obras";"22";"10";"Secretaria Municipal de Infraestrutura Urbana e Obras";"Gabinete do Secretário";"4";"4";"90";"51";"00";"17";"Saneamento";"512";"Saneamento Básico Urbano";"4014";"Gestão de Riscos e Resiliência a Desastres e Eventos Críticos";"5013";"44905100";"08.1.759.0709"
"30/03/2026 00:00:00";"27317";"2026";"86.22.17.512.4014.5.013.44905100.08.1.759.0709.0";"6022.2025/0003745-6";"Contrato nº 064/SIURB/2025 - Córrego Jacupeval - Parque Guarani.";"0";"13913668";"0";"13913668";"0";"86";"22";"Fundo Municipal de Saneamento Ambiental e Infraestrutura";"FMSAI - Secretaria Municipal de Infraestrutura Urbana e Obras";"22";"10";"Secretaria Municipal de Infraestrutura Urbana e Obras";"Gabinete do Secretário";"4";"4";"90";"51";"00";"17";"Saneamento";"512";"Saneamento Básico Urbano";"4014";"Gestão de Riscos e Resiliência a Desastres e Eventos Críticos";"5013";"44905100";"08.1.759.0709"
"30/03/2026 00:00:00";"27327";"2026";"22.10.15.122.4001.2.100.33903900.00.1.500.9001.0";"6022.2026/0002316-3";"Pequeno Vulto, Manutenção de Bens Móveis, Conservação e Adaptação de Bens Imóveis - Adiantamento referente a Abril/2026.";"500";"0";"0";"0";"500";"22";"10";"Secretaria Municipal de Infraestrutura Urbana e Obras";"Gabinete do Secretário";"22";"10";"Secretaria Municipal de Infraestrutura Urbana e Obras";"Gabinete do Secretário";"3";"3";"90";"39";"00";"15";"Urbanismo";"122";"Administração Geral";"4001";"Suporte Administrativo";"2100";"33903900";"00.1.500.9001"
